#/global/homes/j/joeschm/st_research/NSTXU_discharges/139047/NSTXU139047.iterdb
#rhot VROT
2.337179000000000062e-01 9.315632000000000698e+04
2.339677000000000007e-01 9.308864999999999418e+04
2.342173999999999923e-01 9.302100000000000000e+04
2.344671999999999867e-01 9.295336999999999534e+04
2.347169000000000061e-01 9.288577000000000407e+04
2.349667000000000006e-01 9.281819000000000233e+04
2.352163999999999922e-01 9.275063999999999942e+04
2.354661999999999866e-01 9.268311000000000058e+04
2.357159000000000060e-01 9.261561000000000058e+04
2.359657000000000004e-01 9.254813000000000466e+04
2.362153999999999920e-01 9.248069000000000233e+04
2.364651999999999865e-01 9.241327999999999884e+04
2.367149000000000059e-01 9.234588999999999942e+04
2.369647000000000003e-01 9.227853999999999360e+04
2.372143999999999919e-01 9.221121000000000640e+04
2.374641999999999864e-01 9.214391999999999825e+04
2.377139000000000058e-01 9.207666000000000349e+04
2.379637000000000002e-01 9.200942999999999302e+04
2.382133999999999918e-01 9.194222000000000116e+04
2.384631999999999863e-01 9.187505000000000291e+04
2.387129000000000056e-01 9.180791000000000349e+04
2.389627000000000001e-01 9.174080000000000291e+04
2.392124999999999946e-01 9.167371000000000640e+04
2.394621999999999862e-01 9.160666000000000349e+04
2.397120000000000084e-01 9.153963000000000466e+04
2.399617000000000000e-01 9.147263999999999942e+04
2.402114999999999945e-01 9.140566999999999825e+04
2.404612000000000138e-01 9.133872999999999593e+04
2.407110000000000083e-01 9.127182000000000698e+04
2.409606999999999999e-01 9.120494000000000233e+04
2.412104999999999944e-01 9.113808999999999651e+04
2.414602000000000137e-01 9.107127000000000407e+04
2.417100000000000082e-01 9.100447999999999593e+04
2.419596999999999998e-01 9.093771000000000640e+04
2.422094999999999942e-01 9.087097999999999593e+04
2.424592000000000136e-01 9.080427000000000407e+04
2.427090000000000081e-01 9.073758999999999651e+04
2.429586999999999997e-01 9.067094000000000233e+04
2.432084999999999941e-01 9.060432000000000698e+04
2.434582000000000135e-01 9.053772999999999593e+04
2.437080000000000080e-01 9.047116000000000349e+04
2.439576999999999996e-01 9.040463000000000466e+04
2.442074999999999940e-01 9.033811999999999534e+04
2.444572000000000134e-01 9.027163999999999942e+04
2.447070000000000078e-01 9.020517999999999302e+04
2.449566999999999994e-01 9.013875999999999476e+04
2.452064999999999939e-01 9.007236000000000058e+04
2.454562000000000133e-01 9.000599000000000524e+04
2.457060000000000077e-01 8.993964999999999418e+04
2.459556999999999993e-01 8.987333999999999651e+04
2.462054999999999938e-01 8.980705000000000291e+04
2.464552000000000131e-01 8.974078999999999360e+04
2.467050000000000076e-01 8.967455999999999767e+04
2.469546999999999992e-01 8.960836000000000058e+04
2.472044999999999937e-01 8.954217999999999302e+04
2.474542000000000130e-01 8.947603999999999360e+04
2.477040000000000075e-01 8.940991000000000349e+04
2.479536999999999991e-01 8.934382000000000698e+04
2.482034999999999936e-01 8.927775000000000000e+04
2.484532000000000129e-01 8.921171000000000640e+04
2.487030000000000074e-01 8.914569999999999709e+04
2.489526999999999990e-01 8.907972000000000116e+04
2.492024999999999935e-01 8.901375999999999476e+04
2.494522000000000128e-01 8.894783000000000175e+04
2.497020000000000073e-01 8.888191999999999825e+04
2.499516999999999989e-01 8.881605000000000291e+04
2.502015000000000211e-01 8.875019999999999709e+04
2.504511999999999849e-01 8.868436999999999534e+04
2.507010000000000072e-01 8.861857000000000698e+04
2.509507000000000265e-01 8.855280999999999767e+04
2.512004999999999932e-01 8.848705999999999767e+04
2.514502000000000126e-01 8.842135000000000582e+04
2.516999999999999793e-01 8.835566000000000349e+04
2.519496999999999987e-01 8.828999000000000524e+04
2.521995000000000209e-01 8.822436000000000058e+04
2.524491999999999847e-01 8.815875000000000000e+04
2.526990000000000069e-01 8.809316999999999825e+04
2.529487000000000263e-01 8.802761000000000058e+04
2.531984999999999930e-01 8.796208000000000175e+04
2.534482000000000124e-01 8.789658000000000175e+04
2.536979999999999791e-01 8.783110000000000582e+04
2.539476999999999984e-01 8.776564999999999418e+04
2.541975000000000207e-01 8.770022999999999593e+04
2.544471999999999845e-01 8.763483999999999651e+04
2.546970000000000067e-01 8.756947000000000116e+04
2.549467000000000261e-01 8.750413000000000466e+04
2.551964999999999928e-01 8.743880999999999767e+04
2.554462000000000121e-01 8.737352999999999884e+04
2.556959999999999789e-01 8.730827000000000407e+04
2.559456999999999982e-01 8.724302999999999884e+04
2.561955000000000204e-01 8.717783000000000175e+04
2.564451999999999843e-01 8.711264999999999418e+04
2.566950000000000065e-01 8.704750000000000000e+04
2.569447000000000259e-01 8.698236999999999534e+04
2.571944999999999926e-01 8.691727000000000407e+04
2.574442000000000119e-01 8.685219999999999709e+04
2.576939999999999786e-01 8.678716000000000349e+04
2.579436999999999980e-01 8.672213999999999942e+04
2.581935000000000202e-01 8.665714999999999418e+04
2.584431999999999841e-01 8.659219000000000233e+04
2.586930000000000063e-01 8.652725999999999476e+04
2.589427000000000256e-01 8.646235000000000582e+04
2.591924999999999923e-01 8.639747000000000116e+04
2.594422000000000117e-01 8.633261999999999534e+04
2.596919999999999784e-01 8.626780000000000291e+04
2.599416999999999978e-01 8.620300000000000000e+04
2.601915000000000200e-01 8.613824000000000524e+04
2.604411999999999838e-01 8.607350000000000000e+04
2.606910000000000061e-01 8.600878999999999360e+04
2.609407000000000254e-01 8.594411000000000058e+04
2.611904999999999921e-01 8.587944999999999709e+04
2.614402000000000115e-01 8.581483000000000175e+04
2.616899999999999782e-01 8.575022999999999593e+04
2.619396999999999975e-01 8.568566999999999825e+04
2.621895000000000198e-01 8.562113000000000466e+04
2.624392999999999865e-01 8.555661999999999534e+04
2.626890000000000058e-01 8.549213999999999942e+04
2.629387999999999725e-01 8.542769000000000233e+04
2.631884999999999919e-01 8.536327000000000407e+04
2.634383000000000141e-01 8.529888000000000466e+04
2.636879999999999780e-01 8.523452000000000407e+04
2.639378000000000002e-01 8.517019000000000233e+04
2.641875000000000195e-01 8.510589999999999418e+04
2.644372999999999863e-01 8.504163000000000466e+04
2.646870000000000056e-01 8.497738999999999942e+04
2.649367999999999723e-01 8.491317999999999302e+04
2.651864999999999917e-01 8.484900999999999476e+04
2.654363000000000139e-01 8.478486000000000058e+04
2.656859999999999777e-01 8.472075000000000000e+04
2.659358000000000000e-01 8.465666000000000349e+04
2.661855000000000193e-01 8.459261000000000058e+04
2.664352999999999860e-01 8.452858999999999651e+04
2.666850000000000054e-01 8.446460000000000582e+04
2.669348000000000276e-01 8.440064999999999418e+04
2.671844999999999914e-01 8.433672000000000116e+04
2.674343000000000137e-01 8.427283000000000175e+04
2.676839999999999775e-01 8.420897000000000116e+04
2.679337999999999997e-01 8.414513999999999942e+04
2.681835000000000191e-01 8.408135000000000582e+04
2.684332999999999858e-01 8.401758999999999651e+04
2.686830000000000052e-01 8.395386000000000058e+04
2.689328000000000274e-01 8.389016000000000349e+04
2.691824999999999912e-01 8.382650000000000000e+04
2.694323000000000135e-01 8.376286999999999534e+04
2.696819999999999773e-01 8.369927000000000407e+04
2.699317999999999995e-01 8.363571000000000640e+04
2.701815000000000189e-01 8.357217999999999302e+04
2.704312999999999856e-01 8.350867999999999302e+04
2.706810000000000049e-01 8.344522000000000116e+04
2.709308000000000272e-01 8.338178999999999360e+04
2.711804999999999910e-01 8.331839999999999418e+04
2.714303000000000132e-01 8.325503999999999360e+04
2.716799999999999771e-01 8.319172000000000116e+04
2.719297999999999993e-01 8.312842999999999302e+04
2.721795000000000186e-01 8.306516999999999825e+04
2.724292999999999854e-01 8.300194999999999709e+04
2.726790000000000047e-01 8.293877000000000407e+04
2.729288000000000269e-01 8.287561999999999534e+04
2.731784999999999908e-01 8.281250999999999476e+04
2.734283000000000130e-01 8.274942999999999302e+04
2.736779999999999768e-01 8.268638999999999942e+04
2.739277999999999991e-01 8.262338000000000466e+04
2.741775000000000184e-01 8.256041000000000349e+04
2.744272999999999851e-01 8.249747999999999593e+04
2.746770000000000045e-01 8.243458000000000175e+04
2.749268000000000267e-01 8.237172000000000116e+04
2.751764999999999906e-01 8.230889999999999418e+04
2.754263000000000128e-01 8.224611000000000058e+04
2.756759999999999766e-01 8.218336999999999534e+04
2.759257999999999988e-01 8.212064999999999418e+04
2.761755000000000182e-01 8.205797999999999593e+04
2.764252999999999849e-01 8.199535000000000582e+04
2.766750000000000043e-01 8.193275000000000000e+04
2.769248000000000265e-01 8.187019000000000233e+04
2.771744999999999903e-01 8.180766999999999825e+04
2.774243000000000126e-01 8.174517999999999302e+04
2.776739999999999764e-01 8.168274000000000524e+04
2.779237999999999986e-01 8.162033999999999651e+04
2.781735000000000180e-01 8.155797000000000116e+04
2.784232999999999847e-01 8.149563999999999942e+04
2.786730000000000040e-01 8.143336000000000058e+04
2.789228000000000263e-01 8.137111000000000058e+04
2.791724999999999901e-01 8.130889999999999418e+04
2.794223000000000123e-01 8.124672999999999593e+04
2.796719999999999762e-01 8.118460000000000582e+04
2.799217999999999984e-01 8.112252000000000407e+04
2.801715000000000177e-01 8.106047000000000116e+04
2.804212999999999845e-01 8.099846000000000640e+04
2.806710000000000038e-01 8.093650000000000000e+04
2.809208000000000260e-01 8.087457000000000698e+04
2.811704999999999899e-01 8.081269000000000233e+04
2.814203000000000121e-01 8.075085000000000582e+04
2.816699999999999759e-01 8.068905000000000291e+04
2.819197999999999982e-01 8.062728999999999360e+04
2.821695000000000175e-01 8.056557000000000698e+04
2.824192999999999842e-01 8.050389999999999418e+04
2.826690000000000036e-01 8.044227000000000407e+04
2.829188000000000258e-01 8.038067999999999302e+04
2.831684999999999897e-01 8.031913000000000466e+04
2.834183000000000119e-01 8.025763000000000466e+04
2.836679999999999757e-01 8.019616999999999825e+04
2.839177999999999980e-01 8.013475000000000000e+04
2.841675000000000173e-01 8.007338000000000466e+04
2.844172999999999840e-01 8.001205000000000291e+04
2.846670000000000034e-01 7.995075999999999476e+04
2.849168000000000256e-01 7.988952000000000407e+04
2.851664999999999894e-01 7.982832000000000698e+04
2.854163000000000117e-01 7.976716999999999825e+04
2.856660999999999784e-01 7.970605999999999767e+04
2.859157999999999977e-01 7.964500000000000000e+04
2.861656000000000200e-01 7.958397999999999593e+04
2.864152999999999838e-01 7.952300999999999476e+04
2.866651000000000060e-01 7.946208000000000175e+04
2.869148000000000254e-01 7.940119999999999709e+04
2.871645999999999921e-01 7.934036000000000058e+04
2.874143000000000114e-01 7.927957000000000698e+04
2.876640999999999782e-01 7.921883000000000175e+04
2.879137999999999975e-01 7.915813999999999942e+04
2.881636000000000197e-01 7.909749000000000524e+04
2.884132999999999836e-01 7.903688999999999942e+04
2.886631000000000058e-01 7.897633000000000175e+04
2.889128000000000251e-01 7.891583000000000175e+04
2.891625999999999919e-01 7.885536999999999534e+04
2.894123000000000112e-01 7.879496000000000640e+04
2.896620999999999779e-01 7.873460000000000582e+04
2.899117999999999973e-01 7.867428999999999360e+04
2.901616000000000195e-01 7.861402999999999884e+04
2.904112999999999833e-01 7.855382000000000698e+04
2.906611000000000056e-01 7.849366000000000349e+04
2.909108000000000249e-01 7.843353999999999360e+04
2.911605999999999916e-01 7.837347999999999593e+04
2.914103000000000110e-01 7.831347000000000116e+04
2.916600999999999777e-01 7.825350999999999476e+04
2.919097999999999971e-01 7.819360000000000582e+04
2.921596000000000193e-01 7.813374000000000524e+04
2.924092999999999831e-01 7.807392999999999302e+04
2.926591000000000053e-01 7.801417999999999302e+04
2.929088000000000247e-01 7.795447999999999593e+04
2.931585999999999914e-01 7.789482000000000698e+04
2.934083000000000108e-01 7.783522999999999593e+04
2.936580999999999775e-01 7.777567999999999302e+04
2.939077999999999968e-01 7.771619000000000233e+04
2.941576000000000191e-01 7.765675000000000000e+04
2.944072999999999829e-01 7.759736999999999534e+04
2.946571000000000051e-01 7.753803999999999360e+04
2.949068000000000245e-01 7.747877000000000407e+04
2.951565999999999912e-01 7.741955000000000291e+04
2.954063000000000105e-01 7.736038000000000466e+04
2.956560999999999773e-01 7.730127000000000407e+04
2.959057999999999966e-01 7.724222000000000116e+04
2.961556000000000188e-01 7.718322000000000116e+04
2.964052999999999827e-01 7.712427999999999884e+04
2.966551000000000049e-01 7.706539999999999418e+04
2.969048000000000243e-01 7.700657000000000698e+04
2.971545999999999910e-01 7.694780000000000291e+04
2.974043000000000103e-01 7.688908999999999651e+04
2.976540999999999770e-01 7.683044000000000233e+04
2.979037999999999964e-01 7.677183999999999651e+04
2.981536000000000186e-01 7.671330000000000291e+04
2.984032999999999825e-01 7.665482000000000698e+04
2.986531000000000047e-01 7.659641000000000349e+04
2.989028000000000240e-01 7.653805000000000291e+04
2.991525999999999907e-01 7.647975000000000000e+04
2.994023000000000101e-01 7.642150999999999476e+04
2.996520999999999768e-01 7.636333000000000175e+04
2.999017999999999962e-01 7.630521000000000640e+04
3.001516000000000184e-01 7.624714999999999418e+04
3.004012999999999822e-01 7.618916000000000349e+04
3.006511000000000045e-01 7.613122000000000116e+04
3.009008000000000238e-01 7.607335000000000582e+04
3.011505999999999905e-01 7.601553999999999360e+04
3.014003000000000099e-01 7.595778999999999360e+04
3.016500999999999766e-01 7.590011000000000058e+04
3.018997999999999959e-01 7.584249000000000524e+04
3.021496000000000182e-01 7.578492999999999302e+04
3.023992999999999820e-01 7.572744000000000233e+04
3.026491000000000042e-01 7.567000999999999476e+04
3.028988000000000236e-01 7.561264999999999418e+04
3.031485999999999903e-01 7.555535000000000582e+04
3.033983000000000096e-01 7.549811000000000058e+04
3.036480999999999764e-01 7.544094000000000233e+04
3.038977999999999957e-01 7.538383999999999651e+04
3.041476000000000179e-01 7.532680000000000291e+04
3.043972999999999818e-01 7.526983000000000175e+04
3.046471000000000040e-01 7.521291999999999825e+04
3.048968000000000234e-01 7.515608000000000175e+04
3.051465999999999901e-01 7.509930000000000291e+04
3.053963000000000094e-01 7.504258999999999651e+04
3.056460999999999761e-01 7.498594999999999709e+04
3.058957999999999955e-01 7.492936999999999534e+04
3.061456000000000177e-01 7.487285000000000582e+04
3.063952999999999816e-01 7.481639999999999418e+04
3.066451000000000038e-01 7.476002000000000407e+04
3.068948000000000231e-01 7.470369000000000233e+04
3.071445999999999898e-01 7.464744000000000233e+04
3.073943000000000092e-01 7.459124000000000524e+04
3.076440999999999759e-01 7.453511000000000058e+04
3.078937999999999953e-01 7.447905000000000291e+04
3.081436000000000175e-01 7.442305000000000291e+04
3.083932999999999813e-01 7.436711000000000058e+04
3.086431000000000036e-01 7.431124000000000524e+04
3.088929000000000258e-01 7.425542999999999302e+04
3.091425999999999896e-01 7.419967999999999302e+04
3.093924000000000119e-01 7.414400000000000000e+04
3.096420999999999757e-01 7.408838000000000466e+04
3.098918999999999979e-01 7.403282000000000698e+04
3.101416000000000173e-01 7.397732000000000698e+04
3.103913999999999840e-01 7.392188999999999942e+04
3.106411000000000033e-01 7.386652000000000407e+04
3.108909000000000256e-01 7.381122000000000116e+04
3.111405999999999894e-01 7.375597999999999593e+04
3.113904000000000116e-01 7.370078999999999360e+04
3.116400999999999755e-01 7.364567999999999302e+04
3.118898999999999977e-01 7.359061999999999534e+04
3.121396000000000170e-01 7.353563000000000466e+04
3.123893999999999838e-01 7.348069000000000233e+04
3.126391000000000031e-01 7.342582000000000698e+04
3.128889000000000253e-01 7.337100999999999476e+04
3.131385999999999892e-01 7.331627000000000407e+04
3.133884000000000114e-01 7.326158000000000175e+04
3.136380999999999752e-01 7.320696000000000640e+04
3.138878999999999975e-01 7.315239999999999418e+04
3.141376000000000168e-01 7.309788999999999942e+04
3.143873999999999835e-01 7.304344999999999709e+04
3.146371000000000029e-01 7.298908000000000175e+04
3.148869000000000251e-01 7.293475999999999476e+04
3.151365999999999890e-01 7.288050000000000000e+04
3.153864000000000112e-01 7.282630000000000291e+04
3.156360999999999750e-01 7.277216999999999825e+04
3.158858999999999972e-01 7.271808999999999651e+04
3.161356000000000166e-01 7.266408000000000175e+04
3.163853999999999833e-01 7.261011999999999534e+04
3.166351000000000027e-01 7.255622999999999593e+04
3.168849000000000249e-01 7.250239999999999418e+04
3.171345999999999887e-01 7.244861999999999534e+04
3.173844000000000110e-01 7.239491000000000349e+04
3.176340999999999748e-01 7.234125000000000000e+04
3.178838999999999970e-01 7.228766000000000349e+04
3.181336000000000164e-01 7.223411999999999534e+04
3.183833999999999831e-01 7.218064999999999418e+04
3.186331000000000024e-01 7.212722999999999593e+04
3.188829000000000247e-01 7.207386999999999534e+04
3.191325999999999885e-01 7.202058000000000175e+04
3.193824000000000107e-01 7.196733999999999651e+04
3.196320999999999746e-01 7.191416000000000349e+04
3.198818999999999968e-01 7.186103999999999360e+04
3.201316000000000161e-01 7.180797999999999593e+04
3.203813999999999829e-01 7.175497999999999593e+04
3.206311000000000022e-01 7.170203999999999360e+04
3.208809000000000244e-01 7.164914999999999418e+04
3.211305999999999883e-01 7.159633000000000175e+04
3.213804000000000105e-01 7.154355999999999767e+04
3.216300999999999743e-01 7.149085000000000582e+04
3.218798999999999966e-01 7.143819999999999709e+04
3.221296000000000159e-01 7.138561000000000058e+04
3.223793999999999826e-01 7.133307000000000698e+04
3.226291000000000020e-01 7.128060000000000582e+04
3.228789000000000242e-01 7.122817999999999302e+04
3.231285999999999881e-01 7.117582000000000698e+04
3.233784000000000103e-01 7.112352000000000407e+04
3.236280999999999741e-01 7.107127999999999884e+04
3.238778999999999963e-01 7.101908999999999651e+04
3.241276000000000157e-01 7.096697000000000116e+04
3.243773999999999824e-01 7.091489999999999418e+04
3.246271000000000018e-01 7.086288000000000466e+04
3.248769000000000240e-01 7.081092999999999302e+04
3.251265999999999878e-01 7.075902999999999884e+04
3.253764000000000101e-01 7.070719000000000233e+04
3.256260999999999739e-01 7.065541000000000349e+04
3.258758999999999961e-01 7.060369000000000233e+04
3.261256000000000155e-01 7.055202000000000407e+04
3.263753999999999822e-01 7.050041000000000349e+04
3.266251000000000015e-01 7.044886000000000058e+04
3.268749000000000238e-01 7.039736000000000058e+04
3.271245999999999876e-01 7.034591999999999825e+04
3.273744000000000098e-01 7.029453999999999360e+04
3.276240999999999737e-01 7.024322000000000116e+04
3.278738999999999959e-01 7.019196000000000640e+04
3.281236000000000153e-01 7.014075000000000000e+04
3.283733999999999820e-01 7.008958999999999651e+04
3.286231000000000013e-01 7.003850000000000000e+04
3.288729000000000235e-01 6.998746000000000640e+04
3.291225999999999874e-01 6.993647999999999593e+04
3.293724000000000096e-01 6.988555999999999767e+04
3.296220999999999735e-01 6.983469000000000233e+04
3.298718999999999957e-01 6.978388000000000466e+04
3.301216000000000150e-01 6.973313000000000466e+04
3.303713999999999817e-01 6.968242999999999302e+04
3.306211000000000011e-01 6.963180000000000291e+04
3.308709000000000233e-01 6.958121000000000640e+04
3.311205999999999872e-01 6.953069000000000233e+04
3.313704000000000094e-01 6.948022000000000116e+04
3.316200999999999732e-01 6.942980000000000291e+04
3.318698999999999955e-01 6.937944000000000233e+04
3.321197000000000177e-01 6.932913999999999942e+04
3.323693999999999815e-01 6.927889999999999418e+04
3.326192000000000037e-01 6.922871000000000640e+04
3.328689000000000231e-01 6.917857000000000698e+04
3.331186999999999898e-01 6.912849000000000524e+04
3.333684000000000092e-01 6.907847000000000116e+04
3.336181999999999759e-01 6.902849000000000524e+04
3.338678999999999952e-01 6.897857000000000698e+04
3.341177000000000175e-01 6.892869999999999709e+04
3.343673999999999813e-01 6.887886999999999534e+04
3.346172000000000035e-01 6.882910000000000582e+04
3.348669000000000229e-01 6.877938000000000466e+04
3.351166999999999896e-01 6.872969999999999709e+04
3.353664000000000089e-01 6.868007000000000698e+04
3.356161999999999757e-01 6.863049000000000524e+04
3.358658999999999950e-01 6.858094999999999709e+04
3.361157000000000172e-01 6.853146000000000640e+04
3.363653999999999811e-01 6.848200999999999476e+04
3.366152000000000033e-01 6.843260000000000582e+04
3.368649000000000227e-01 6.838324000000000524e+04
3.371146999999999894e-01 6.833391000000000349e+04
3.373644000000000087e-01 6.828463000000000466e+04
3.376141999999999754e-01 6.823538999999999942e+04
3.378638999999999948e-01 6.818617999999999302e+04
3.381137000000000170e-01 6.813702000000000407e+04
3.383633999999999808e-01 6.808788999999999942e+04
3.386132000000000031e-01 6.803878999999999360e+04
3.388629000000000224e-01 6.798972999999999593e+04
3.391126999999999891e-01 6.794071000000000640e+04
3.393624000000000085e-01 6.789172000000000116e+04
3.396121999999999752e-01 6.784277000000000407e+04
3.398618999999999946e-01 6.779383999999999651e+04
3.401117000000000168e-01 6.774494999999999709e+04
3.403613999999999806e-01 6.769608999999999651e+04
3.406112000000000029e-01 6.764725999999999476e+04
3.408609000000000222e-01 6.759844999999999709e+04
3.411106999999999889e-01 6.754967999999999302e+04
3.413604000000000083e-01 6.750092999999999302e+04
3.416101999999999750e-01 6.745221000000000640e+04
3.418598999999999943e-01 6.740352000000000407e+04
3.421097000000000166e-01 6.735485000000000582e+04
3.423593999999999804e-01 6.730621000000000640e+04
3.426092000000000026e-01 6.725758999999999651e+04
3.428589000000000220e-01 6.720899000000000524e+04
3.431086999999999887e-01 6.716041000000000349e+04
3.433584000000000080e-01 6.711186000000000058e+04
3.436081999999999748e-01 6.706332000000000698e+04
3.438578999999999941e-01 6.701480999999999767e+04
3.441077000000000163e-01 6.696630999999999767e+04
3.443573999999999802e-01 6.691783000000000175e+04
3.446072000000000024e-01 6.686936999999999534e+04
3.448569000000000218e-01 6.682092999999999302e+04
3.451066999999999885e-01 6.677250000000000000e+04
3.453564000000000078e-01 6.672408999999999651e+04
3.456061999999999745e-01 6.667569000000000233e+04
3.458558999999999939e-01 6.662730000000000291e+04
3.461057000000000161e-01 6.657892999999999302e+04
3.463553999999999800e-01 6.653055999999999767e+04
3.466052000000000022e-01 6.648221000000000640e+04
3.468549000000000215e-01 6.643386999999999534e+04
3.471046999999999882e-01 6.638553999999999360e+04
3.473544000000000076e-01 6.633722000000000116e+04
3.476041999999999743e-01 6.628891000000000349e+04
3.478538999999999937e-01 6.624060000000000582e+04
3.481037000000000159e-01 6.619230000000000291e+04
3.483533999999999797e-01 6.614400000000000000e+04
3.486032000000000020e-01 6.609572000000000116e+04
3.488529000000000213e-01 6.604742999999999302e+04
3.491026999999999880e-01 6.599914999999999418e+04
3.493524000000000074e-01 6.595086999999999534e+04
3.496021999999999741e-01 6.590258999999999651e+04
3.498518999999999934e-01 6.585430999999999767e+04
3.501017000000000157e-01 6.580602999999999884e+04
3.503513999999999795e-01 6.575775000000000000e+04
3.506012000000000017e-01 6.570947000000000116e+04
3.508509000000000211e-01 6.566119000000000233e+04
3.511006999999999878e-01 6.561291000000000349e+04
3.513504000000000072e-01 6.556461999999999534e+04
3.516001999999999739e-01 6.551633000000000175e+04
3.518498999999999932e-01 6.546804000000000087e+04
3.520997000000000154e-01 6.541975000000000000e+04
3.523493999999999793e-01 6.537145999999999913e+04
3.525992000000000015e-01 6.532316000000000349e+04
3.528489000000000209e-01 6.527487000000000262e+04
3.530986999999999876e-01 6.522656999999999971e+04
3.533484000000000069e-01 6.517827999999999884e+04
3.535981999999999736e-01 6.512998000000000320e+04
3.538478999999999930e-01 6.508169000000000233e+04
3.540977000000000152e-01 6.503340000000000146e+04
3.543473999999999791e-01 6.498512000000000262e+04
3.545972000000000013e-01 6.493683000000000175e+04
3.548469000000000206e-01 6.488855000000000291e+04
3.550966999999999874e-01 6.484027999999999884e+04
3.553465000000000096e-01 6.479201000000000204e+04
3.555961999999999734e-01 6.474373999999999796e+04
3.558459999999999956e-01 6.469548000000000320e+04
3.560957000000000150e-01 6.464723000000000320e+04
3.563454999999999817e-01 6.459898000000000320e+04
3.565952000000000011e-01 6.455073999999999796e+04
3.568450000000000233e-01 6.450251000000000204e+04
3.570946999999999871e-01 6.445429000000000087e+04
3.573445000000000094e-01 6.440606999999999971e+04
3.575941999999999732e-01 6.435787000000000262e+04
3.578439999999999954e-01 6.430966999999999825e+04
3.580937000000000148e-01 6.426148000000000320e+04
3.583434999999999815e-01 6.421330999999999767e+04
3.585932000000000008e-01 6.416513999999999942e+04
3.588430000000000231e-01 6.411698999999999796e+04
3.590926999999999869e-01 6.406884999999999854e+04
3.593425000000000091e-01 6.402072000000000116e+04
3.595921999999999730e-01 6.397261000000000058e+04
3.598419999999999952e-01 6.392450000000000000e+04
3.600917000000000145e-01 6.387641999999999825e+04
3.603414999999999813e-01 6.382833999999999651e+04
3.605912000000000006e-01 6.378027999999999884e+04
3.608410000000000228e-01 6.373223999999999796e+04
3.610906999999999867e-01 6.368420999999999913e+04
3.613405000000000089e-01 6.363619999999999709e+04
3.615901999999999727e-01 6.358820999999999913e+04
3.618399999999999950e-01 6.354023000000000320e+04
3.620897000000000143e-01 6.349227999999999884e+04
3.623394999999999810e-01 6.344433999999999651e+04
3.625892000000000004e-01 6.339641999999999825e+04
3.628390000000000226e-01 6.334851999999999680e+04
3.630886999999999865e-01 6.330063999999999942e+04
3.633385000000000087e-01 6.325276999999999680e+04
3.635881999999999725e-01 6.320493000000000029e+04
3.638379999999999947e-01 6.315712000000000262e+04
3.640877000000000141e-01 6.310931999999999971e+04
3.643374999999999808e-01 6.306155000000000291e+04
3.645872000000000002e-01 6.301380000000000291e+04
3.648370000000000224e-01 6.296606999999999971e+04
3.650866999999999862e-01 6.291837000000000262e+04
3.653365000000000085e-01 6.287069000000000233e+04
3.655861999999999723e-01 6.282304000000000087e+04
3.658359999999999945e-01 6.277541999999999825e+04
3.660857000000000139e-01 6.272781999999999971e+04
3.663354999999999806e-01 6.268026000000000204e+04
3.665851999999999999e-01 6.263272000000000116e+04
3.668350000000000222e-01 6.258522000000000116e+04
3.670846999999999860e-01 6.253775000000000000e+04
3.673345000000000082e-01 6.249030999999999767e+04
3.675842000000000276e-01 6.244290000000000146e+04
3.678339999999999943e-01 6.239554000000000087e+04
3.680837000000000137e-01 6.234820999999999913e+04
3.683334999999999804e-01 6.230091000000000349e+04
3.685831999999999997e-01 6.225366000000000349e+04
3.688330000000000219e-01 6.220644000000000233e+04
3.690826999999999858e-01 6.215926999999999680e+04
3.693325000000000080e-01 6.211212999999999738e+04
3.695822000000000274e-01 6.206504000000000087e+04
3.698319999999999941e-01 6.201800000000000000e+04
3.700817000000000134e-01 6.197098999999999796e+04
3.703314999999999801e-01 6.192404000000000087e+04
3.705811999999999995e-01 6.187712999999999738e+04
3.708310000000000217e-01 6.183026000000000204e+04
3.710806999999999856e-01 6.178344999999999709e+04
3.713305000000000078e-01 6.173669000000000233e+04
3.715802000000000271e-01 6.168997000000000116e+04
3.718299999999999939e-01 6.164330999999999767e+04
3.720797000000000132e-01 6.159669999999999709e+04
3.723294999999999799e-01 6.155015000000000146e+04
3.725791999999999993e-01 6.150365000000000146e+04
3.728290000000000215e-01 6.145719999999999709e+04
3.730786999999999853e-01 6.141081999999999971e+04
3.733285000000000076e-01 6.136448999999999796e+04
3.735782000000000269e-01 6.131822000000000116e+04
3.738279999999999936e-01 6.127201000000000204e+04
3.740777000000000130e-01 6.122586000000000058e+04
3.743274999999999797e-01 6.117976999999999680e+04
3.745771999999999990e-01 6.113373999999999796e+04
3.748270000000000213e-01 6.108777999999999884e+04
3.750766999999999851e-01 6.104187999999999738e+04
3.753265000000000073e-01 6.099605000000000291e+04
3.755762000000000267e-01 6.095029000000000087e+04
3.758259999999999934e-01 6.090458999999999651e+04
3.760757000000000128e-01 6.085895999999999913e+04
3.763254999999999795e-01 6.081341000000000349e+04
3.765751999999999988e-01 6.076791999999999825e+04
3.768250000000000210e-01 6.072250000000000000e+04
3.770746999999999849e-01 6.067716000000000349e+04
3.773245000000000071e-01 6.063188999999999942e+04
3.775742000000000265e-01 6.058669999999999709e+04
3.778239999999999932e-01 6.054158000000000175e+04
3.780737000000000125e-01 6.049654000000000087e+04
3.783234999999999792e-01 6.045158000000000175e+04
3.785733000000000015e-01 6.040669000000000233e+04
